StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
NSW,130,Lyne,1639,Stroud,313,60.54,204,39.46,517,-2.98
NSW,130,Lyne,1640,Stroud Road,111,61.67,69,38.33,180,1.14
NSW,130,Lyne,14111,Sydney (Lyne),11,57.89,8,42.11,19,-0.93
NSW,130,Lyne,1642,Taree,1090,60.09,724,39.91,1814,0.52
NSW,130,Lyne,1645,Taree North,322,51.52,303,48.48,625,-1.5
NSW,130,Lyne,33679,Taree PPVC,7834,68.09,3671,31.91,11505,4.88
NSW,130,Lyne,1646,Taree West,1186,66.74,591,33.26,1777,3.04
NSW,130,Lyne,1647,Tea Gardens,1041,68.8,472,31.2,1513,5
NSW,130,Lyne,1648,Tinonee,453,65.75,236,34.25,689,2.27
NSW,130,Lyne,1650,Tuncurry,1104,61.88,680,38.12,1784,1.88
NSW,130,Lyne,1651,Upper Lansdowne,93,52.84,83,47.16,176,-5.62
NSW,130,Lyne,1426,Vacy,327,65.01,176,34.99,503,7.75
NSW,130,Lyne,1652,Wallarobba,101,71.63,40,28.37,141,-0.99
NSW,130,Lyne,524,Wauchope,1030,68.53,473,31.47,1503,1.11
NSW,130,Lyne,83500,Wauchope PPVC,2175,74.11,760,25.89,2935,14.29
NSW,130,Lyne,525,Wauchope South,795,73.88,281,26.12,1076,3.47
NSW,130,Lyne,33909,West Haven,589,67.39,285,32.61,874,2.86
NSW,130,Lyne,1654,Wherrol Flat,96,60.76,62,39.24,158,-4.6
NSW,130,Lyne,1656,Wingham,732,69.78,317,30.22,1049,9.17
NSW,130,Lyne,1657,Wingham West,959,63.76,545,36.24,1504,1.15
NSW,130,Lyne,1431,Woodville,247,56.91,187,43.09,434,-3.9
NSW,131,Macarthur,32912,Airds,240,20.8,914,79.2,1154,1.44
NSW,131,Macarthur,2900,Ambarvale,596,32.27,1251,67.73,1847,0.99
NSW,131,Macarthur,2935,Ambarvale West,369,28.69,917,71.31,1286,-5.54
NSW,131,Macarthur,2901,Blairmount,418,34.75,785,65.25,1203,-2.01
NSW,131,Macarthur,65610,BLV Macarthur PPVC,0,0,0,0,0,-57.14
NSW,131,Macarthur,2902,Bradbury,1056,37.66,1748,62.34,2804,-2.11
NSW,131,Macarthur,33979,Camden MACARTHUR PPVC,1307,62.57,782,37.43,2089,2.72
NSW,131,Macarthur,11963,Campbelltown,474,29.51,1132,70.49,1606,-3.67
NSW,131,Macarthur,2905,Campbelltown East,573,33.91,1117,66.09,1690,-4.07
NSW,131,Macarthur,33980,Campbelltown MACARTHUR PPVC,5500,41.7,7691,58.3,13191,-0.68
NSW,131,Macarthur,2906,Campbelltown North,255,33.03,517,66.97,772,-2.5
NSW,131,Macarthur,1675,Catherine Field,775,67.16,379,32.84,1154,-1.66
NSW,131,Macarthur,2909,Claymore,166,21.76,597,78.24,763,0.76
NSW,131,Macarthur,31468,Currans Hill,984,46.81,1118,53.19,2102,3.63
NSW,131,Macarthur,30122,Divisional Office (PREPOLL),12,37.5,20,62.5,32,-8.53
NSW,131,Macarthur,11925,Eagle Vale,614,33.98,1193,66.02,1807,0.28
NSW,131,Macarthur,2912,Eschol Park,778,41.06,1117,58.94,1895,-1.15
NSW,131,Macarthur,34364,Glen Alpine,1419,51.85,1318,48.15,2737,-1.84
NSW,131,Macarthur,82540,Gregory Hills,1013,48.33,1083,51.67,2096,-5.14
NSW,131,Macarthur,33100,Harrington Park,1402,62.28,849,37.72,2251,3.42
NSW,131,Macarthur,58618,Harrington Park Central,1321,60.29,870,39.71,2191,3.17
NSW,131,Macarthur,2918,Ingleburn (Macarthur),686,35.42,1251,64.58,1937,0.67
NSW,131,Macarthur,2919,Ingleburn East,336,40.19,500,59.81,836,-4.33
NSW,131,Macarthur,33816,Ingleburn MACARTHUR PPVC,1988,35.53,3607,64.47,5595,-1.54
NSW,131,Macarthur,2932,Ingleburn South,530,37.94,867,62.06,1397,-3.74
NSW,131,Macarthur,83505,Kentlyn,371,47.02,418,52.98,789,6.01
NSW,131,Macarthur,1685,Leppington,737,47.64,810,52.36,1547,-12.81
NSW,131,Macarthur,2922,Leumeah,455,34.06,881,65.94,1336,-0.67
NSW,131,Macarthur,2923,Leumeah North,486,37.85,798,62.15,1284,-2.59
NSW,131,Macarthur,83797,Menangle Park,79,68.1,37,31.9,116,14.38
NSW,131,Macarthur,2926,Minto,548,28.35,1385,71.65,1933,-3.44
NSW,131,Macarthur,2934,Minto North,327,27.5,862,72.5,1189,-3.38
NSW,131,Macarthur,2904,Minto South,308,23.89,981,76.11,1289,-5.59
NSW,131,Macarthur,82543,Oran Park,571,47.7,626,52.3,1197,-4.97
NSW,131,Macarthur,83806,Oran Park PPVC,1628,50.57,1591,49.43,3219,-7.01
NSW,131,Macarthur,82981,Oran Park South,1073,48.07,1159,51.93,2232,-10.08
NSW,131,Macarthur,2929,Raby,813,38.29,1310,61.71,2123,-6.18
NSW,131,Macarthur,2930,Rosemeadow,937,34.61,1770,65.39,2707,1.95
NSW,131,Macarthur,83506,Rosemeadow East,44,22.22,154,77.78,198,-10.41
NSW,131,Macarthur,44414,Rossmore (Macarthur),333,69.09,149,30.91,482,2.8
NSW,131,Macarthur,2931,Ruse,895,41.51,1261,58.49,2156,-2.36
NSW,131,Macarthur,83717,Smeaton Grange,47,45.63,56,54.37,103,2.51
NSW,131,Macarthur,65903,Special Hospital Team 1,17,43.59,22,56.41,39,-2.76
NSW,131,Macarthur,2933,St Andrews,697,35.42,1271,64.58,1968,0.56
NSW,131,Macarthur,31232,St Andrews South,536,37.56,891,62.44,1427,0.64
NSW,131,Macarthur,31241,St Helens Park,567,34.94,1056,65.06,1623,3.79
NSW,131,Macarthur,2903,St Helens Park North,427,33.15,861,66.85,1288,-2.02
NSW,131,Macarthur,14113,Sydney (Macarthur),17,27.42,45,72.58,62,-4.58
NSW,131,Macarthur,83469,Varroville,102,37.64,169,62.36,271,-4.18
NSW,131,Macarthur,2936,Wedderburn,196,58.33,140,41.67,336,-1.94
NSW,131,Macarthur,2938,Woodbine,617,35.56,1118,64.44,1735,-4.28
NSW,132,Mackellar,1715,Avalon,1373,50.59,1341,49.41,2714,-9.11
NSW,132,Mackellar,1716,Avalon Beach,710,52.32,647,47.68,1357,-7.25
NSW,132,Mackellar,83495,Avalon South,412,56.28,320,43.72,732,-3.42
NSW,132,Mackellar,1717,Bayview,675,65.34,358,34.66,1033,-6.62
NSW,132,Mackellar,1718,Beacon Hill (Mackellar),1030,63.11,602,36.89,1632,-2.39
NSW,132,Mackellar,186,Belrose,1641,67.59,787,32.41,2428,-3.04
NSW,132,Mackellar,31630,Belrose North,1447,70.11,617,29.89,2064,-2.69
NSW,132,Mackellar,1719,Bilgola Plateau,691,55.06,564,44.94,1255,-13
NSW,132,Mackellar,65391,BLV Mackellar PPVC,0,0,0,0,0,-50
NSW,132,Mackellar,65235,Chatswood MACKELLAR PPVC,153,59.07,106,40.93,259,-5.2
NSW,132,Mackellar,1720,Collaroy,955,62.87,564,37.13,1519,-2.13
NSW,132,Mackellar,1721,Collaroy Plateau,1573,65.43,831,34.57,2404,-2.7
NSW,132,Mackellar,83532,Collaroy Plateau North,164,68.33,76,31.67,240,0.77
NSW,132,Mackellar,1724,Cromer,1115,64.64,610,35.36,1725,-2.43
NSW,132,Mackellar,1722,Cromer East,898,67.72,428,32.28,1326,3.19
NSW,132,Mackellar,83509,Davidson,483,71.03,197,28.97,680,0.64
NSW,132,Mackellar,1725,Dee Why,1174,54.83,967,45.17,2141,-2.03
NSW,132,Mackellar,1726,Dee Why Central (Mackellar),663,55.9,523,44.1,1186,1.21
NSW,132,Mackellar,11965,Dee Why East (Mackellar),615,53.85,527,46.15,1142,-2.94
NSW,132,Mackellar,83528,Dee Why North,187,48.07,202,51.93,389,-9.14
NSW,132,Mackellar,30123,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,132,Mackellar,1727,Elanora Heights,1078,60.43,706,39.57,1784,-4.1
NSW,132,Mackellar,57630,Forestville (Mackellar),989,60.97,633,39.03,1622,-4.72
NSW,132,Mackellar,192,Frenchs Forest (Mackellar),999,61.97,613,38.03,1612,-3.99
NSW,132,Mackellar,189,Frenchs Forest East,988,62.14,602,37.86,1590,-3.79
NSW,132,Mackellar,83949,Frenchs Forest MACKELLAR PPVC,1833,68.52,842,31.48,2675,-0.71
NSW,132,Mackellar,205,Frenchs Forest North,1413,66.46,713,33.54,2126,-4.44
NSW,132,Mackellar,65234,Manly MACKELLAR PPVC,3905,63.84,2212,36.16,6117,-3.41
NSW,132,Mackellar,1729,Mona Vale,1561,62.34,943,37.66,2504,-4.66
NSW,132,Mackellar,1730,Mona Vale Beach,256,61.69,159,38.31,415,-2.26
NSW,132,Mackellar,33074,Mona Vale North,1325,66.99,653,33.01,1978,-2.49
NSW,132,Mackellar,33701,Mona Vale PPVC,9083,66.65,4544,33.35,13627,-1.56
NSW,132,Mackellar,83503,Mona Vale South,757,62,464,38,1221,-4.78
NSW,132,Mackellar,1732,Narrabeen,1118,58.29,800,41.71,1918,-5.36
NSW,132,Mackellar,1728,Narrabeen East,995,62.11,607,37.89,1602,-3.27
NSW,132,Mackellar,1733,Narrabeen North,1051,62.63,627,37.37,1678,-1.8
NSW,132,Mackellar,1740,Narrabeen South,374,68.12,175,31.88,549,-7.16
NSW,132,Mackellar,1734,Narraweena,1566,61.15,995,38.85,2561,2.58
NSW,132,Mackellar,83519,Narraweena East,254,58.12,183,41.88,437,-0.65
NSW,132,Mackellar,1735,Newport,1164,64.49,641,35.51,1805,1
NSW,132,Mackellar,1736,Newport Beach,1136,60.46,743,39.54,1879,-4.34
NSW,132,Mackellar,1737,Palm Beach,523,65.7,273,34.3,796,-8.2
NSW,132,Mackellar,33602,Special Hospital Team 1,253,78.57,69,21.43,322,0.22
NSW,132,Mackellar,33698,Special Hospital Team 2,200,76.05,63,23.95,263,-2.3
NSW,132,Mackellar,66049,Special Hospital Team 3,51,70.83,21,29.17,72,-7.74
NSW,132,Mackellar,31629,Sydney (Mackellar),25,45.45,30,54.55,55,-4.55
NSW,132,Mackellar,97608,Sydney MACKELLAR PPVC,279,66.91,138,33.09,417,4.89
NSW,132,Mackellar,1739,Terrey Hills,1427,71.35,573,28.65,2000,-2.01
NSW,132,Mackellar,11966,Warriewood,1432,63.33,829,36.67,2261,-0.24
NSW,132,Mackellar,83531,Warriewood East,229,64.87,124,35.13,353,1.62
NSW,132,Mackellar,1741,Wheeler Heights,1189,64.76,647,35.24,1836,-1.14
NSW,133,Macquarie,1748,Bilpin,275,50.37,271,49.63,546,-4.24
NSW,133,Macquarie,1749,Blackheath,635,30.11,1474,69.89,2109,-1.35
NSW,133,Macquarie,1475,Blaxland,518,45.04,632,54.96,1150,4.99
NSW,133,Macquarie,1476,Blaxland East,1096,44.92,1344,55.08,2440,0.78
NSW,133,Macquarie,8874,Bligh Park,1261,61.09,803,38.91,2064,7.54
NSW,133,Macquarie,32744,Bligh Park East,578,56.78,440,43.22,1018,7.71
NSW,133,Macquarie,65414,BLV Macquarie PPVC,0,0,0,0,0,-37.5
NSW,133,Macquarie,1755,Cattai,141,69.46,62,30.54,203,-5.67
NSW,133,Macquarie,1756,Colo Heights,103,57.87,75,42.13,178,1.59
NSW,133,Macquarie,30124,Divisional Office (PREPOLL),29,65.91,15,34.09,44,11.07
NSW,133,Macquarie,1759,Ebenezer,594,70.71,246,29.29,840,8.45
NSW,133,Macquarie,97409,Emu Plains MACQUARIE PPVC,394,50.32,389,49.68,783,5.06
NSW,133,Macquarie,1761,Faulconbridge,631,37.76,1040,62.24,1671,-1.34
NSW,133,Macquarie,1763,Freemans Reach,842,69.36,372,30.64,1214,5.93
NSW,133,Macquarie,1485,Glenbrook,896,49.37,919,50.63,1815,3.27
NSW,133,Macquarie,1765,Glossodia,767,62.51,460,37.49,1227,8.64
NSW,133,Macquarie,1766,Grose Wold,548,60.35,360,39.65,908,1.37
NSW,133,Macquarie,1768,Hazelbrook,465,29.69,1101,70.31,1566,1.02
NSW,133,Macquarie,1769,Hobartville,760,53.18,669,46.82,1429,1.29
NSW,133,Macquarie,1771,Katoomba,199,21.13,743,78.87,942,-2.71
NSW,133,Macquarie,1775,Katoomba Central,274,23.68,883,76.32,1157,-0.09
NSW,133,Macquarie,1774,Katoomba North,280,27.7,731,72.3,1011,1.88
NSW,133,Macquarie,34037,Katoomba PPVC,2195,33,4457,67,6652,-0.87
NSW,133,Macquarie,1776,Kurmond,668,67.89,316,32.11,984,0.42
NSW,133,Macquarie,1777,Kurrajong,843,60.3,555,39.7,1398,0.43
NSW,133,Macquarie,1778,Kurrajong East,426,66.15,218,33.85,644,27.92
NSW,133,Macquarie,1757,Kurrajong North,561,68.25,261,31.75,822,2.53
NSW,133,Macquarie,1490,Lapstone,590,44.49,736,55.51,1326,0.02
NSW,133,Macquarie,1780,Lawson,530,31.34,1161,68.66,1691,0.52
NSW,133,Macquarie,1781,Leura,307,28.35,776,71.65,1083,-4.67
NSW,133,Macquarie,1782,Leura Central,205,37.68,339,62.32,544,-3.5
NSW,133,Macquarie,1787,Maraylya,356,76.89,107,23.11,463,4.63
NSW,133,Macquarie,1786,McGraths Hill,649,68.9,293,31.1,942,2.2
NSW,133,Macquarie,1493,Mount Riverview,714,50.57,698,49.43,1412,1.65
NSW,133,Macquarie,1792,Mount Victoria,174,34.12,336,65.88,510,1.29
NSW,133,Macquarie,1802,North Richmond,1360,62.16,828,37.84,2188,4.25
NSW,133,Macquarie,1794,Oakville,923,84.14,174,15.86,1097,8.01
NSW,133,Macquarie,65193,Penrith MACQUARIE PPVC,533,52.98,473,47.02,1006,1.56
NSW,133,Macquarie,1797,Pitt Town,1360,79.35,354,20.65,1714,2.97
NSW,133,Macquarie,1800,Richmond,1024,57.14,768,42.86,1792,3.78
NSW,133,Macquarie,47782,Richmond PPVC,4172,63.3,2419,36.7,6591,2.41
NSW,133,Macquarie,58573,Special Hospital Team 1,24,45.28,29,54.72,53,4.03
NSW,133,Macquarie,1805,Springwood,377,34.37,720,65.63,1097,-2.71
NSW,133,Macquarie,8875,Springwood North,820,43.92,1047,56.08,1867,-0.38
NSW,133,Macquarie,34038,Springwood PPVC,3487,44.5,4349,55.5,7836,0.01
NSW,133,Macquarie,1806,Springwood South,497,39.1,774,60.9,1271,3.52
NSW,133,Macquarie,1804,St Albans,79,46.47,91,53.53,170,-0.66
NSW,133,Macquarie,14123,Sydney (Macquarie),27,39.71,41,60.29,68,5.02
NSW,133,Macquarie,1809,Valley Heights,360,47.68,395,52.32,755,0
NSW,133,Macquarie,57669,Vineyard East (Macquarie),350,71.14,142,28.86,492,2.3
NSW,133,Macquarie,1811,Warrimoo,309,35.4,564,64.6,873,-0.15
NSW,133,Macquarie,1812,Wentworth Falls,673,32.56,1394,67.44,2067,-3.06
NSW,133,Macquarie,1813,Wilberforce,987,71.06,402,28.94,1389,6.34
NSW,133,Macquarie,1814,Windsor,471,52.68,423,47.32,894,0.02
NSW,133,Macquarie,97408,Windsor PPVC,2660,63.32,1541,36.68,4201,2.43
NSW,133,Macquarie,1815,Windsor South,727,49.42,744,50.58,1471,4.81
NSW,133,Macquarie,1816,Winmalee,841,48.03,910,51.97,1751,3.67
NSW,133,Macquarie,1818,Woodford,445,34.39,849,65.61,1294,0.2
NSW,133,Macquarie,1819,Yarramundi,181,68.82,82,31.18,263,5.45
NSW,315,McMahon,65540,BLV McMahon PPVC,0,0,0,0,0,-55.56
NSW,315,McMahon,57628,Divisional Office (PREPOLL),63,44.68,78,55.32,141,11.15
NSW,315,McMahon,11939,Erskine Park,1165,51.1,1115,48.9,2280,8.33
NSW,315,McMahon,83028,Erskine Park Central,457,50.11,455,49.89,912,7.33
NSW,315,McMahon,32481,Fairfield Central,302,27.99,777,72.01,1079,4.88
NSW,315,McMahon,2337,Fairfield Heights,451,31.12,998,68.88,1449,6.61
NSW,315,McMahon,46744,Fairfield MCMAHON PPVC,2970,28.09,7603,71.91,10573,-1.79
NSW,315,McMahon,2339,Fairfield South,349,26.83,952,73.17,1301,4.36
NSW,315,McMahon,2340,Fairfield West (McMahon),415,34.1,802,65.9,1217,8.7
NSW,315,McMahon,2341,Fairfield West Central,290,32.77,595,67.23,885,9.8
NSW,315,McMahon,2342,Greystanes,1135,52.04,1046,47.96,2181,3
NSW,315,McMahon,2346,Greystanes Central,450,51.84,418,48.16,868,6.92
NSW,315,McMahon,2353,Greystanes East,1041,52.31,949,47.69,1990,4.4
NSW,315,McMahon,2343,Greystanes North,959,50.74,931,49.26,1890,6.79
NSW,315,McMahon,2350,Greystanes North East,752,53.91,643,46.09,1395,5.98
NSW,315,McMahon,2360,Greystanes South,651,52.16,597,47.84,1248,7.31
NSW,315,McMahon,83783,Greystanes West,121,45.66,144,54.34,265,-1.51
NSW,315,McMahon,2381,Guildford,529,36.01,940,63.99,1469,3.88
NSW,315,McMahon,2382,Guildford East,628,40.28,931,59.72,1559,4.01
NSW,315,McMahon,81102,Guildford North (McMahon),192,30.97,428,69.03,620,2.31
NSW,315,McMahon,2345,Guildford West,934,48.22,1003,51.78,1937,7.73
NSW,315,McMahon,2347,Horsley Park,953,70.44,400,29.56,1353,6.4
NSW,315,McMahon,398,Kemps Creek (McMahon),401,73.31,146,26.69,547,7.21
NSW,315,McMahon,82820,Merrylands Central (McMahon),277,44.18,350,55.82,627,9.31
NSW,315,McMahon,2388,Merrylands East (McMahon),475,45.76,563,54.24,1038,5.13
NSW,315,McMahon,2259,Merrylands North (McMahon),242,32.53,502,67.47,744,0.62
NSW,315,McMahon,2377,Merrylands South (McMahon),813,46.35,941,53.65,1754,4.26
NSW,315,McMahon,2354,Merrylands West,631,45.89,744,54.11,1375,3.56
NSW,315,McMahon,401,Minchinbury (McMahon),997,44.85,1226,55.15,2223,3
NSW,315,McMahon,65208,Mount Druitt MCMAHON PPVC,802,50.57,784,49.43,1586,9.6
NSW,315,McMahon,65209,Parramatta MCMAHON PPVC,1020,46.7,1164,53.3,2184,4.7
NSW,315,McMahon,83029,Pemulwuy,766,43.33,1002,56.67,1768,-3.09
NSW,315,McMahon,2355,Smithfield,485,31.99,1031,68.01,1516,4.25
NSW,315,McMahon,2356,Smithfield East,377,38.24,609,61.76,986,7.52
NSW,315,McMahon,2357,Smithfield West (McMahon),445,40.83,645,59.17,1090,6.27
NSW,315,McMahon,2280,South Wentworthville Central,531,50.24,526,49.76,1057,3.1
NSW,315,McMahon,57627,Special Hospital Team 1,138,55.2,112,44.8,250,10.27
NSW,315,McMahon,409,St Clair,664,44.44,830,55.56,1494,5.14
NSW,315,McMahon,391,St Clair East,945,50.83,914,49.17,1859,12.42
NSW,315,McMahon,390,St Clair South,1198,50.89,1156,49.11,2354,9.43
NSW,315,McMahon,383,St Clair West,1477,47.43,1637,52.57,3114,8.38
NSW,315,McMahon,14145,Sydney (McMahon),28,39.44,43,60.56,71,1.34
NSW,315,McMahon,2361,Wetherill Park (McMahon),489,44.41,612,55.59,1101,7.37
NSW,315,McMahon,83872,Wetherill Park MCMAHON PPVC,2458,46.22,2860,53.78,5318,16.36
NSW,315,McMahon,2362,Yennora (McMahon),285,32.42,594,67.58,879,5.57
NSW,134,Mitchell,8876,Aminya,418,65.31,222,34.69,640,-2.47
NSW,134,Mitchell,1840,Baulkham Hills,1996,66.73,995,33.27,2991,2.43
NSW,134,Mitchell,1825,Baulkham Hills Central,665,61.23,421,38.77,1086,-0.8
NSW,134,Mitchell,1833,Baulkham Hills City,959,65.19,512,34.81,1471,0.73
NSW,134,Mitchell,1826,Baulkham Hills East,428,58.79,300,41.21,728,-2.77
NSW,134,Mitchell,33905,Baulkham Hills MITCHELL PPVC,9945,71.49,3967,28.51,13912,-2.33
NSW,134,Mitchell,1827,Baulkham Hills North,1541,63.31,893,36.69,2434,-0.91
NSW,134,Mitchell,83839,Baulkham Hills North West,107,62.21,65,37.79,172,-1.56
NSW,134,Mitchell,1847,Baulkham Hills South,914,65.61,479,34.39,1393,1.73
NSW,134,Mitchell,83430,Baulkham Hills South West,179,65.09,96,34.91,275,1.05
NSW,134,Mitchell,1845,Baulkham Hills West,1186,66.44,599,33.56,1785,1.06
NSW,134,Mitchell,34116,Beaumont Hills,1939,71.26,782,28.74,2721,2.13
NSW,134,Mitchell,83422,Beaumont Hills Central,935,74.8,315,25.2,1250,5.31
NSW,134,Mitchell,47691,Bella Vista,1725,71.25,696,28.75,2421,-0.89
NSW,134,Mitchell,65452,BLV Mitchell PPVC,11,73.33,4,26.67,15,18.78
NSW,134,Mitchell,1829,Castle Hill,1792,68.37,829,31.63,2621,-1.69
NSW,134,Mitchell,1830,Castle Hill Central,1458,69.36,644,30.64,2102,-0.94
NSW,134,Mitchell,11969,Castle Hill East,1342,69.79,581,30.21,1923,-0.59
NSW,134,Mitchell,1837,Castle Hill North (Mitchell),2036,71.29,820,28.71,2856,-0.87
NSW,134,Mitchell,1853,Castle Hill South West,1185,68.18,553,31.82,1738,0.18
NSW,134,Mitchell,83426,Castle Hill West,319,68.75,145,31.25,464,-2.57
NSW,134,Mitchell,83428,Crestwood,268,64.73,146,35.27,414,-2.44
NSW,134,Mitchell,1834,Crestwood Central,1607,68.04,755,31.96,2362,0.11
NSW,134,Mitchell,30125,Divisional Office (PREPOLL),0,0,0,0,0,-60
NSW,134,Mitchell,1841,Kellyville,1901,70.33,802,29.67,2703,3.5
NSW,134,Mitchell,36372,Kellyville East,1508,69.56,660,30.44,2168,-1.9
NSW,134,Mitchell,37049,Kellyville North,2015,71.03,822,28.97,2837,-1.79
NSW,134,Mitchell,58821,Kellyville South,1129,73.45,408,26.55,1537,-0.83
NSW,134,Mitchell,83431,Kellyville South West,876,75.26,288,24.74,1164,3.16
NSW,134,Mitchell,83272,Kellyville West,860,69.24,382,30.76,1242,0.93
NSW,134,Mitchell,1849,Muirfield,532,59.91,356,40.09,888,-5.66
NSW,134,Mitchell,651,North Rocks (Mitchell),671,59.33,460,40.67,1131,-1.85
NSW,134,Mitchell,2263,Northmead (Mitchell),1287,56.75,981,43.25,2268,0.49
NSW,134,Mitchell,2264,Northmead East,631,57.21,472,42.79,1103,-0.09
NSW,134,Mitchell,11967,Northmead North,440,58.51,312,41.49,752,-1.6
NSW,134,Mitchell,65239,Parramatta MITCHELL PPVC,567,54.47,474,45.53,1041,0.17
NSW,134,Mitchell,1854,Rouse Hill,2119,70.63,881,29.37,3000,-0.84
NSW,134,Mitchell,83420,Rouse Hill Central,949,76.78,287,23.22,1236,4.14
NSW,134,Mitchell,47690,Rouse Hill South,1893,71.46,756,28.54,2649,-2.31
NSW,134,Mitchell,58758,Special Hospital Team 1,89,75.42,29,24.58,118,7.56
NSW,134,Mitchell,14125,Sydney (Mitchell),58,55.24,47,44.76,105,-3.35
NSW,134,Mitchell,83958,The Ponds MITCHELL PPVC,1539,75.48,500,24.52,2039,6.23
NSW,134,Mitchell,45260,West Pennant Hills North (Mitchell),810,75.42,264,24.58,1074,-2.09
NSW,134,Mitchell,2285,Winston Hills,1990,66.27,1013,33.73,3003,3.83
NSW,134,Mitchell,2284,Winston Hills North,1239,64.56,680,35.44,1919,1.26
NSW,135,New England,1061,Aberdeen,0,0,0,0,0,0
NSW,135,New England,1912,Arding,0,0,0,0,0,0
NSW,135,New England,1913,Armidale,0,0,0,0,0,0
NSW,135,New England,33752,Armidale PPVC,0,0,0,0,0,0
NSW,135,New England,1916,Armidale South,0,0,0,0,0,0
NSW,135,New England,1918,Armidale West,0,0,0,0,0,0
NSW,135,New England,1919,Ashford,0,0,0,0,0,0
NSW,135,New England,1920,Attunga,0,0,0,0,0,0
NSW,135,New England,1064,Barraba,0,0,0,0,0,0
NSW,135,New England,1921,Ben Lomond,0,0,0,0,0,0
NSW,135,New England,1922,Ben Venue,0,0,0,0,0,0
NSW,135,New England,1923,Bendemeer,0,0,0,0,0,0
NSW,135,New England,1067,Bingara,0,0,0,0,0,0
NSW,135,New England,1925,Black Mountain,0,0,0,0,0,0
NSW,135,New England,1070,Blackville,0,0,0,0,0,0
NSW,135,New England,1071,Blandford,0,0,0,0,0,0
NSW,135,New England,65476,BLV New England PPVC,0,0,0,0,0,0
NSW,135,New England,1926,Bonshaw,0,0,0,0,0,0
NSW,135,New England,1928,Bundarra,0,0,0,0,0,0
NSW,135,New England,1929,Calala,0,0,0,0,0,0
NSW,135,New England,1081,Caroona,0,0,0,0,0,0
NSW,135,New England,1083,Cassilis,0,0,0,0,0,0
NSW,135,New England,1095,Currabubula,0,0,0,0,0,0
NSW,135,New England,1930,Dangarsleigh,0,0,0,0,0,0
NSW,135,New England,1931,Deepwater,0,0,0,0,0,0
NSW,135,New England,1097,Delungra,0,0,0,0,0,0
NSW,135,New England,30126,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,135,New England,2070,Drake,0,0,0,0,0,0
NSW,135,New England,1933,Dungowan,0,0,0,0,0,0
NSW,135,New England,1934,Duri,0,0,0,0,0,0
NSW,135,New England,1935,Ebor,0,0,0,0,0,0
NSW,135,New England,1936,Elsmore,0,0,0,0,0,0
NSW,135,New England,1937,Emmaville,0,0,0,0,0,0
NSW,135,New England,1938,Gilgai,0,0,0,0,0,0
NSW,135,New England,1939,Glen Innes,0,0,0,0,0,0
NSW,135,New England,83197,Glen Innes PPVC,0,0,0,0,0,0
NSW,135,New England,1941,Glen Innes West,0,0,0,0,0,0
NSW,135,New England,1942,Glencoe,0,0,0,0,0,0
NSW,135,New England,1107,Gundy,0,0,0,0,0,0
NSW,135,New England,1944,Guyra,0,0,0,0,0,0
NSW,135,New England,1947,Hillvue,0,0,0,0,0,0
NSW,135,New England,38334,Hillvue West,0,0,0,0,0,0
NSW,135,New England,1949,Inverell,0,0,0,0,0,0
NSW,135,New England,1950,Inverell East,0,0,0,0,0,0
NSW,135,New England,33754,Inverell PPVC,0,0,0,0,0,0
NSW,135,New England,1953,Kentucky,0,0,0,0,0,0
NSW,135,New England,1954,Kingstown,0,0,0,0,0,0
NSW,135,New England,1955,Kootingal,0,0,0,0,0,0
NSW,135,New England,2095,Legume,0,0,0,0,0,0
NSW,135,New England,2096,Liston,0,0,0,0,0,0
NSW,135,New England,1958,Loomberah,0,0,0,0,0,0
NSW,135,New England,1917,Madgwick,0,0,0,0,0,0
NSW,135,New England,1118,Manilla,0,0,0,0,0,0
NSW,135,New England,1393,Merriwa,0,0,0,0,0,0
NSW,135,New England,1960,Mingoola,0,0,0,0,0,0
NSW,135,New England,1961,Moonbi,0,0,0,0,0,0
NSW,135,New England,1962,Moore Creek,0,0,0,0,0,0
NSW,135,New England,1130,Murrurundi,0,0,0,0,0,0
NSW,135,New England,81302,Muswellbrook NEW ENGLAND PPVC,0,0,0,0,0,0
NSW,135,New England,1964,Nemingha,0,0,0,0,0,0
NSW,135,New England,1914,Newling,0,0,0,0,0,0
NSW,135,New England,1965,Niangala,0,0,0,0,0,0
NSW,135,New England,1966,Nowendoc,0,0,0,0,0,0
NSW,135,New England,1968,Nundle,0,0,0,0,0,0
NSW,135,New England,1970,Oxley Vale,0,0,0,0,0,0
NSW,135,New England,1971,Peel West,0,0,0,0,0,0
NSW,135,New England,1144,Quirindi,0,0,0,0,0,0
NSW,135,New England,1972,Red Range,0,0,0,0,0,0
NSW,135,New England,1973,Rocky River,0,0,0,0,0,0
NSW,135,New England,1974,Ross Hill,0,0,0,0,0,0
NSW,135,New England,1146,Scone,0,0,0,0,0,0
NSW,135,New England,1148,Scone East,0,0,0,0,0,0
NSW,135,New England,1147,Scone South,0,0,0,0,0,0
NSW,135,New England,1975,Somerton,0,0,0,0,0,0
NSW,135,New England,38193,Special Hospital Team 1,0,0,0,0,0,0
